id,damagearea,endday,endmonth,endtime,endyear,firecause,locbunji,locdong,locgungu,locmenu,locsi,startday,startdayofweek,startmonth,starttime,startyear
1272,0.1,12,3,15:48:00,2011,입산자실화,산5,양산,명, ,경남,12,토요일,3,14:38:00,2011
1273,5,12,3,17:10:00,2011,논밭두렁소각,산169,인금,안동,풍천,경북,12,토요일,3,15:25:00,2011
1274,0.01,13,3,15:35:00,2011,쓰레기소각,산288,내와,울주,두서,울산,13,일요일,3,14:35:00,2011
1275,0.1,13,3,16:00:00,2011,논밭두렁소각,산201-1,대도,나주,문평,전남,13,일요일,3,14:40:00,2011
1276,0.2,14,3,12:45:00,2011,논밭두렁소각,산232-2,원달,곡성,죽곡,전남,14,월요일,3,11:00:00,2011
1277,7,14,3,16:30:00,2011,논밭두렁소각,산2 외 1,평,울주,언양,울산,14,월요일,3,14:30:00,2011
1278,0.1,14,3,21:00:00,2011,입산자실화,산80,정양,영월,영월,강원,14,월요일,3,19:40:00,2011
1279,0.5,14,3,23:40:00,2011,입산자실화,산129,대일,달성,가창,대구,14,월요일,3,20:50:00,2011
1280,0.1,15,3,16:50:00,2011,입산자실화,산68,수만,화순,화순,전남,15,화요일,3,16:00:00,2011
1281,0.2,15,3,16:40:00,2011,담뱃불실화,산5-1,영천,오수, ,경북,15,화요일,3,16:05:00,2011
1282,0.5,15,3,17:36:00,2011,주택화재비화,산67,석탑,안동,북후,경북,15,화요일,3,16:27:00,2011
1283,0.2,16,3,14:20:00,2011,주택화재비화,산99,대,장흥,회진,전남,16,수요일,3,13:16:00,2011
1284,0.01,16,3,15:10:00,2011,입산자실화,산1,율산,보은,수한,충북,16,수요일,3,13:55:00,2011
1285,0.01,16,3,16:05:00,2011,담뱃불실화,산51-1,생,음성,생극,충북,16,수요일,3,15:30:00,2011
1286,0.2,17,3,13:20:00,2011,논밭두렁소각,산98,하태동,신안,신의,전남,17,목요일,3,11:10:00,2011
1287,0.2,17,3,14:50:00,2011,쓰레기소각,산139-1,서,불로, ,인천,17,목요일,3,13:42:00,2011
1288,0.2,18,3,13:00:00,2011,논밭두렁소각,산88,운암,영암,덕진,전남,18,금요일,3,11:38:00,2011
1289,0.2,18,3,12:50:00,2011,입산자실화,산9-1,연봉,홍천,홍천,강원,18,금요일,3,12:00:00,2011
1290,0.1,18,3,14:10:00,2011,쓰레기소각,산461,비봉,정읍,옹동,전북,18,금요일,3,12:15:00,2011
1291,0.8,18,3,14:35:00,2011,불씨취급부주의,산59-1,수식,봉화,물야,경북,18,금요일,3,13:35:00,2011
1292,0.7,19,3,0:05:00,2011,논밭두렁소각,산19,내흥,공주,계룡,충남,18,금요일,3,18:33:00,2011
1293,1.2,19,3,8:30:00,2011,입산자실화추정,산4,대곡,서산,해미,충남,18,금요일,3,19:50:00,2011
1294,0.1,19,3,3:20:00,2011,입산자실화추정,산5,음지,의성,사곡,경북,19,토요일,3,0:00:00,2011
1295,2.5,19,3,7:10:00,2011,입산자실화추정,산37 외 1,백일,남원,산내,전북,19,토요일,3,0:50:00,2011
1296,1.5,19,3,11:50:00,2011,쓰레기소각,산8-2 외 1필,축산,영덕,축산,경북,19,토요일,3,9:30:00,2011
1297,1.5,19,3,14:15:00,2011,쓰레기소각,산4,가정,경주,현곡,경북,19,토요일,3,13:00:00,2011
1298,1,19,3,16:50:00,2011,입산자실화,산264,무촌,거창,남상,경남,19,토요일,3,13:52:00,2011
1299,0.8,19,3,15:40:00,2011,입산자실화추정,산45-1,노티,보은,보은,충북,19,토요일,3,14:20:00,2011
1300,0.5,19,3,17:20:00,2011,입산자실화추정,산18,둔동,거창,남상,경남,19,토요일,3,15:35:00,2011
1301,0.3,23,3,17:07:00,2011,무속행위,산159-6,운화,울주,온양,울산,23,수요일,3,14:25:00,2011
1302,0.02,23,3,16:25:00,2011,쓰레기소각,산8,정상,청도,운문,경북,23,수요일,3,15:13:00,2011
1303,0.4,23,3,16:13:00,2011,논밭두렁소각,산30-2,서미,안동,풍산,경북,23,수요일,3,15:15:00,2011
1304,0.7,24,3,14:15:00,2011,농산폐기물소각,산240 외 1,풍산,화천,화천,강원,24,목요일,3,13:00:00,2011
1305,0.5,24,3,14:42:00,2011,농산폐기물소각,산12-5,임곡,보은,마로,충북,24,목요일,3,13:15:00,2011
1306,0.5,24,3,17:12:00,2011,입산자실화,산157-8,발,울주,온양,울산,24,목요일,3,16:23:00,2011
1307,88,26,3,9:00:00,2011,입산자실화추정,산48,강서,지사, ,부산,25,금요일,3,14:25:00,2011
1308,0.3,27,3,13:55:00,2011,입산자실화,산13,금호,칠곡,지천,경북,27,일요일,3,12:02:00,2011
1309,0.2,27,3,16:40:00,2011,담배불실화,산7,동구,마산, ,대전,27,일요일,3,15:32:00,2011
1310,0.06,27,3,16:50:00,2011,어린이불장난,산65-3,해운대,우, ,부산,27,일요일,3,16:17:00,2011
1311,0.3,29,3,15:30:00,2011,쓰레기소각,산44 외 1,노래,청송,안덕,경북,29,화요일,3,13:45:00,2011
1312,0.5,29,3,16:50:00,2011,밭두렁소각,산95-45,서,풍암, ,광주,29,화요일,3,15:06:00,2011
1313,0.3,30,3,14:20:00,2011,논밭두렁소각,산26,세간,의령,유곡,경남,30,수요일,3,12:10:00,2011
1314,1,30,3,17:15:00,2011,농업호스연결위해소각,산4,부일,경산,용성,경북,30,수요일,3,14:09:00,2011
1315,0.2,30,3,15:42:00,2011,성묘객실화,산169,외칠,경주,산내,경북,30,수요일,3,14:18:00,2011
1316,0.2,30,3,15:45:00,2011,과수원쓰레기소각,산207-2,화산,울주,서생,울산,30,수요일,3,14:58:00,2011
1317,168,2,4,10:00:00,2011,입산자실화(재불),산78 외 45,정명,울진,기성,경북,30,수요일,3,15:05:00,2011
1318,0.3,30,3,17:10:00,2011,입산자실화,산12-1,궁촌,옥천,청성,충북,30,수요일,3,15:55:00,2011
1319,186.7,31,3,12:50:00,2011,축사용접비화,산45,삼대,고령,성산,경북,30,수요일,3,15:55:00,2011
1320,1,30,3,19:00:00,2011,원인미상,산50,우매,영동,황간,충북,30,수요일,3,16:25:00,2011
1321,0.2,31,3,12:38:00,2011,쓰레기소각,산21-1,상궁,보은,내북,충북,31,목요일,3,11:50:00,2011
1322,0.1,31,3,13:10:00,2011,논밭두렁소각,산87,청계,의령,봉수,경남,31,목요일,3,12:10:00,2011
1323,0.2,31,3,14:30:00,2011,입산자실화,산53-1,북성,함평,손불,전남,31,목요일,3,12:40:00,2011
1324,0.3,31,3,16:20:00,2011,농산폐기물소각,산129,신구,창녕,장마,경남,31,목요일,3,12:50:00,2011
1325,6,31,3,18:45:00,2011,담뱃불실화,산275-2,동례,거창,가조,경남,31,목요일,3,13:37:00,2011
1326,0.2,31,3,14:40:00,2011,농산폐기물소각,산11,신안,김천,조마,경북,31,목요일,3,13:40:00,2011
1327,5,1,4,8:50:00,2011,담뱃불실화,산93-2,내곡,고성,동해,경남,31,목요일,3,13:55:00,2011
1328,0.7,5,2,9:10:00,2011,입산자실화,산149,두곡,하동,하동,경남,5,토요일,2,5:40:00,2011
1329,0.01,5,2,13:30:00,2011,성묘객실화,산112,대전,청송,부남,경북,5,토요일,2,12:55:00,2011
1330,0.1,5,2,14:30:00,2011,쓰레기소각,산26,마산,의령,지정,경남,5,토요일,2,13:40:00,2011
1331,0.01,5,2,18:20:00,2011,쓰레기소각,산34-3,자매,진주,수곡,경남,5,토요일,2,17:35:00,2011
1332,0.6,6,2,9:30:00,2011,입산자실화,산148-1,호곡,곡성,고달,전남,6,일요일,2,6:00:00,2011
1333,0.1,6,2,14:40:00,2011,과수원쓰레기소각,산101,신암,울주,서생,울산,6,일요일,2,13:50:00,2011
1334,0.1,7,2,13:55:00,2011,논밭두렁소각,산58,학리,합천,삼가,경남,7,월요일,2,13:00:00,2011
1335,0.3,11,2,20:20:00,2011,입산자실화추정,산5,물걸,홍천,내촌,강원,11,금요일,2,17:50:00,2011
1336,0.3,12,2,8:20:00,2011,모닥불 부주의,산26,귀래,원주,귀래,강원,12,토요일,2,7:30:00,2011
1337,0.01,13,2,13:30:00,2011,입산자실화,산157,사정,산청,신등,경남,13,일요일,2,13:00:00,2011
1338,0.06,13,2,14:20:00,2011,담뱃불추정,산63,부곡,창녕,부곡,경남,13,일요일,2,13:57:00,2011
1339,0.05,19,2,18:00:00,2011,입산자실화,산2-1,고계,봉화,명호,경북,19,토요일,2,16:35:00,2011
1340,0.05,21,2,15:10:00,2011,입산자실화추정,19,미산,파주,파평,경기,21,월요일,2,14:10:00,2011
1341,0.1,22,2,13:20:00,2011,농산폐기물소각,산62,화산,고성,마암,경남,22,화요일,2,12:00:00,2011
1342,0.1,23,2,13:38:00,2011,밭두렁소각,산11-1,구계,음성,금왕,충북,23,수요일,2,12:40:00,2011
1343,0.2,24,2,12:40:00,2011,농산폐기물소각,산278,태자,안동,도산,경북,24,목요일,2,11:50:00,2011
1344,0.1,24,2,16:15:00,2011,쓰레기소각,562,안덕,완주,구이,전북,24,목요일,2,14:50:00,2011
1345,0.4,24,2,17:10:00,2011,원인미상,산97,광산,오운, ,광주,24,목요일,2,15:29:00,2011
1346,0.5,24,2,18:25:00,2011,주택화재비화,산15,감곡,영주,부석,경북,24,목요일,2,17:08:00,2011
1347,0.3,25,2,13:30:00,2011,농산폐기물소각,산54,관매도,진도,조도,전남,25,금요일,2,11:45:00,2011
1348,1.5,25,2,16:59:00,2011,입산자실화,산127-1,동음,음성,음성,충북,25,금요일,2,14:15:00,2011
1349,0.01,25,2,15:57:00,2011,논밭두렁소각,산46,암전,고성,대가,경남,25,금요일,2,15:23:00,2011
1350,1.6,25,2,17:45:00,2011,어린이불장난,산36 외 1,부산,서산,음암,충남,25,금요일,2,15:27:00,2011
1351,0.2,26,2,14:00:00,2011,농산폐기물소각,산25-2,봉남,영광,영산,전남,26,토요일,2,12:46:00,2011
1352,0.05,26,2,14:00:00,2011,공장내 용접화재,산30-6,평리,울주,언양,울산,26,토요일,2,13:30:00,2011
1353,0.2,26,2,15:30:00,2011,농산폐기물소각,산29,방축,신안,증도,전남,26,토요일,2,13:45:00,2011
1354,0.1,26,2,16:10:00,2011,입산자실화,산327,백산,신안,자은,전남,26,토요일,2,14:20:00,2011
1355,0.03,26,2,17:15:00,2011,입산자실화,산363-34,원주,태장, ,강원,26,토요일,2,16:50:00,2011
1356,0.1,6,3,15:30:00,2011,쓰레기소각,산3-2,운계,의령,궁류,경남,6,일요일,3,14:25:00,2011
1357,0.5,7,3,15:30:00,2011,쓰레기소각,산33,유서,성주,선남,경북,7,월요일,3,14:25:00,2011
1358,0.2,9,3,13:30:00,2011,입산자실화,산96,영호,해남,화원,전남,9,수요일,3,11:50:00,2011
1359,1,9,3,13:40:00,2011,취사행위,산106,북,가대, ,울산,9,수요일,3,12:38:00,2011
1360,0.32,9,3,17:50:00,2011,원인미상,산1-1 외 1,정양,영월,영월,강원,9,수요일,3,13:15:00,2011
1361,2,9,3,17:20:00,2011,입산자실화추정,산12,신기,곡성,목사동,전남,9,수요일,3,14:20:00,2011
1362,0.3,9,3,18:30:00,2011,주택화재비화,산439,조교,춘천,북산,강원,9,수요일,3,17:20:00,2011
1363,0.01,9,3,18:50:00,2011,입산자실화,산197-1,내대,산청,시천,경남,9,수요일,3,17:55:00,2011
1364,0.06,10,3,12:20:00,2011,입산자실화,산90,양산,주진, ,경남,10,목요일,3,11:55:00,2011
1365,0.06,10,3,12:25:00,2011,공사장용접,산56-2,우산,창원,마산합포,경남,10,목요일,3,11:55:00,2011
1366,0.8,10,3,15:30:00,2011,논밭두렁소각,산61-1,화산,강진,군동,전남,10,목요일,3,13:00:00,2011
1367,0.1,10,3,15:00:00,2011,쓰레기소각,산55-1,화학,옥천,안남,충북,10,목요일,3,13:59:00,2011
1368,0.5,10,3,15:24:00,2011,논밭두렁소각,산180-79 외1,장전,기장,철마,부산,10,목요일,3,14:28:00,2011
1369,0.2,10,3,18:35:00,2011,논밭두렁소각,산40,덕곡,상주,모동,경북,10,목요일,3,17:10:00,2011
1370,0.06,11,3,6:00:00,2011,입산자실화,산42-1,은평,불광, ,서울,11,금요일,3,4:15:00,2011
1371,0.2,11,3,12:20:00,2011,논밭두렁소각,산50-2,효목,옥천,청산,충북,11,금요일,3,10:45:00,2011
1372,0.1,11,3,14:55:00,2011,입산자실화추정,산21,정금,횡성,우천,강원,11,금요일,3,13:43:00,2011
1373,0.3,11,3,14:20:00,2011,쓰레기소각,산76,태장,안동,서후,경북,11,금요일,3,13:45:00,2011
1374,2.5,11,3,16:30:00,2011,논밭두렁소각,산109,신서,경주,양남,경북,11,금요일,3,13:50:00,2011
1375,0.2,11,3,14:58:00,2011,쓰레기소각,산69-39,신계,의성,옥산,경북,11,금요일,3,14:00:00,2011
1376,0.4,11,3,15:00:00,2011,담뱃불실화,산2-6 외 2,성평,하동,고전,경남,11,금요일,3,14:00:00,2011
1377,0.01,11,3,14:43:00,2011,쓰레기소각,산30-1,용산,음성,음성,충북,11,금요일,3,14:10:00,2011
1378,1,11,3,18:25:00,2011,쓰레기소각,산27,신천리,산청,시천,경남,11,금요일,3,15:30:00,2011
1379,0.09,12,3,11:53:00,2011,쓰레기소각,산172-1,북,가대, ,울산,12,토요일,3,11:15:00,2011
1380,0.2,12,3,13:30:00,2011,논밭두렁소각,산153,태백,영암,서호,전남,12,토요일,3,12:15:00,2011
1381,0.1,12,3,13:05:00,2011,쓰레기소각,산25-1,삼항,청원,가덕,충북,12,토요일,3,12:20:00,2011
1382,2,12,3,16:00:00,2011,입산자실화,산45-1,죽전,성주,용암,경북,12,토요일,3,12:36:00,2011
1383,1.5,12,3,17:10:00,2011,쓰레기소각,산56,두산,김천,부항,경북,12,토요일,3,13:05:00,2011
1384,0.6,12,3,15:30:00,2011,쓰레기소각,산5,평중,순천,승주,전남,12,토요일,3,13:10:00,2011
1385,0.1,12,3,14:44:00,2011,입산자실화추정,산143,옥류,영덕,지품,경북,12,토요일,3,14:04:00,2011
1386,0.5,12,3,15:50:00,2011,농산폐기물소각,산62-2,삼방,괴산,불정,충북,12,토요일,3,14:13:00,2011
1387,0.3,31,3,15:00:00,2011,과수원 작업중실화,산26,구상,남원,아영,전북,31,목요일,3,14:00:00,2011
1388,0.3,31,3,15:20:00,2011,입산자실화,산2-1,안양,김해,생림,경남,31,목요일,3,14:10:00,2011
1389,0.2,31,3,17:00:00,2011,낚시객실화,산1-23,연화,통영,욕지,경남,31,목요일,3,14:40:00,2011
1390,1,31,3,17:30:00,2011,쓰레기소각,산36,용곡,보은,회인,충북,31,목요일,3,15:15:00,2011
1391,0.4,31,3,19:00:00,2011,입산자실화,산88-1,봉하,화순,도암,전남,31,목요일,3,16:00:00,2011
1392,0.2,31,3,18:20:00,2011,입산자실화,산84-5,동,지산, ,광주,31,목요일,3,16:45:00,2011
1393,0.3,1,4,13:30:00,2011,농산폐기물소각,산18,신월,정선,정선,강원,1,금요일,4,10:50:00,2011
1394,0.01,1,4,12:20:00,2011,농산폐기물소각,산41-1,반암,고창,아산,전북,1,금요일,4,11:30:00,2011
1395,186.3,2,4,9:25:00,2011,농산폐기물소각,산82 외,황지,예천,호명,경북,1,금요일,4,12:25:00,2011
1396,0.08,1,4,14:00:00,2011,농산폐기물소각,산214-1,가용,완도,완도,전남,1,금요일,4,12:45:00,2011
1397,0.1,1,4,14:30:00,2011,밭두렁소각,산52,호동,해남,황산,전남,1,금요일,4,12:45:00,2011
1398,3,1,4,18:25:00,2011,농산폐기물소각,산129,신구,창녕,장마,경남,1,금요일,4,12:50:00,2011
1399,6,2,4,9:10:00,2011,논밭두렁소각,산77,농소,거제,장목 ,경남,1,금요일,4,13:35:00,2011
1400,0.5,1,4,14:46:00,2011,농산폐기물소각,산86,용흥,합천,삼가,경남,1,금요일,4,13:40:00,2011
1401,0.01,1,4,14:50:00,2011,농산폐기물소각,산32,신흥,공주,이인,충남,1,금요일,4,14:08:00,2011
1402,0.5,1,4,16:45:00,2011,주택화재비화,산13,상군천,삼척,노곡,강원,1,금요일,4,14:15:00,2011
1403,22.3,1,4,17:30:00,2011,입산자실화,산215-1,우계,김해,상동,경남,1,금요일,4,14:30:00,2011
1404,0.5,1,4,17:10:00,2011,입산자실화,산7-5,부호,경산,하양,경북,1,금요일,4,14:37:00,2011
1405,4,2,4,9:00:00,2011,농산폐기물소각,산4,정동,하동,악양,경남,1,금요일,4,15:45:00,2011
1406,3,2,4,9:00:00,2011,쓰레기소각,산1-1,월악,제천,덕산,충북,1,금요일,4,16:15:00,2011
1407,0.01,1,4,19:30:00,2011,원인미상,산208-1,구례,금산,복수,충남,1,금요일,4,16:50:00,2011
1408,175.5,2,4,13:00:00,2011,쓰레기소각,산149 외 65,회,영덕,남정,경북,1,금요일,4,21:10:00,2011
1409,1.8,2,4,16:50:00,2011,밭두렁소각,산71,미력,보성,미력,전남,2,토요일,4,14:10:00,2011
1410,0.2,2,4,17:30:00,2011,입산자실화추정,산200,낙산,칠곡,지천,경북,2,토요일,4,16:20:00,2011
1411,0.2,4,4,13:18:00,2011,쓰레기소각,산5,천향,예천,감천,경북,4,월요일,4,12:15:00,2011
1412,0.1,4,4,14:20:00,2011,성묘객실화,산105,주계,안동,와룡,경북,4,월요일,4,13:25:00,2011
1413,0.05,4,4,14:20:00,2011,논밭두렁소각,산150,문촌,봉화,상운,경북,4,월요일,4,13:30:00,2011
1414,0.1,5,4,11:40:00,2011,입산자실화추정,산48,관천,춘천,남,강원,5,화요일,4,11:08:00,2011
1415,0.2,5,4,15:52:00,2011,원인미상,산32,연지,보령,주포,충남,5,화요일,4,13:40:00,2011
1416,1.2,5,4,15:59:00,2011,성묘객실화,산45-6,환평,옥천,군북,충북,5,화요일,4,14:10:00,2011
1417,0.2,5,4,18:00:00,2011,밭두렁소각,318,옥현,당진,고대,충남,5,화요일,4,15:38:00,2011
1418,0.1,5,4,16:50:00,2011,농산폐기물소각,산53-1,연수,동춘, ,인천,5,화요일,4,16:00:00,2011
1419,0.1,5,4,22:00:00,2011,성묘객실화,산150-2,사기소리,당진,당진,충남,5,화요일,4,17:17:00,2011
1420,0.1,6,4,14:00:00,2011,밭두렁소각,산682-3,독천,영암,학산,전남,6,수요일,4,12:55:00,2011
1421,0.01,6,4,13:40:00,2011,농산폐기물소각,400-1,익산,신흥, ,전북,6,수요일,4,13:15:00,2011
1422,0.2,6,4,16:00:00,2011,입산자실화추정,산52,화지,철원,철원,강원,6,수요일,4,14:50:00,2011
1423,0.3,6,4,15:40:00,2011,하우스용접비화,산9,기양,울진,원남,경북,6,수요일,4,15:00:00,2011
1424,0.5,6,4,18:50:00,2011,성묘객실화,산1-1,명곡,금산,제원,충남,6,수요일,4,15:22:00,2011
1425,0.1,6,4,17:00:00,2011,입산자실화,산456-1,도마,강릉,왕산,강원,6,수요일,4,16:27:00,2011
1426,1,6,4,23:55:00,2011,입산자실화,산159-6,송천,영덕,지품,경북,6,수요일,4,21:20:00,2011
1427,0.04,9,4,12:57:00,2011,쓰레기소각,산44-2,덕곡,양구,동,강원,9,토요일,4,12:30:00,2011
1428,0.03,9,4,13:40:00,2011,성묘객실화,산72,창,양구,남,강원,9,토요일,4,12:55:00,2011
1429,0.05,9,4,17:20:00,2011,입산자실화(조사중),산8-5,대덕,비례, ,대전,9,토요일,4,16:40:00,2011
1430,0.1,10,4,13:08:00,2011,보일러연통비화,산16,원천,화천,하남,강원,10,일요일,4,12:19:00,2011
1431,0.1,11,4,16:00:00,2011,입산자실화,산297,중,포천,관인,경기,11,월요일,4,14:23:00,2011
1432,0.1,11,4,18:15:00,2011,입산자실화,산65-1,사촌,장흥,안양,전남,11,월요일,4,17:25:00,2011
1433,0.2,12,4,12:40:00,2011,논밭두렁소각,산27,가좌,청원,오창,충북,12,화요일,4,11:45:00,2011
1434,0.1,12,4,16:40:00,2011,입산자실화,산56-1,이곡,포천,소홀,경기,12,화요일,4,14:45:00,2011
1435,0.07,12,4,16:30:00,2011,농산폐기물소각,302-2,기산,포천,일동,경기,12,화요일,4,15:14:00,2011
1436,0.2,12,4,16:30:00,2011,입산자실화추정,산98,대치,무안,몽탄,전남,12,화요일,4,15:20:00,2011
1437,0.3,12,4,16:00:00,2011,밭두렁소각,산11,금정,선, ,부산,12,화요일,4,15:30:00,2011
1438,0.01,13,4,6:38:00,2011,입산자실화(재불),산6-1 외 1,방산,예산,대술,충남,12,화요일,4,15:42:00,2011
1439,0.05,13,4,13:36:00,2011,입산자실화,산92,대포,화순,동,전남,13,수요일,4,12:37:00,2011
1440,0.01,13,4,15:20:00,2011,입산자실화추정,산110,대치,완주,비봉,전북,13,수요일,4,14:35:00,2011
1441,4,13,4,17:50:00,2011,입산자실화추정,산57,삽존,영양,손양,강원,13,수요일,4,15:02:00,2011
1442,0.2,13,4,16:10:00,2011,논두렁소각,산17,산정,곡성,겸,전남,13,수요일,4,15:05:00,2011
1443,0.2,13,4,17:10:00,2011,어린이불장난,산18,고사,삼척,도계,강원,13,수요일,4,16:05:00,2011
1444,0.15,13,4,17:50:00,2011,쓰레기소각,산1683-2,운학,영월,수주,강원,13,수요일,4,16:50:00,2011
1445,1,1,1,16:30:00,2011,입산자실화,산270-1외 3필,봉촌,함안,칠북,경남,1,토요일,1,13:40:00,2011
1446,0.05,1,1,15:25:00,2011,입산자실화,산32-2,소동,거제,일운,경남,1,토요일,1,14:37:00,2011
1447,0.02,1,1,16:20:00,2011,입산자실화,산75-6,소동,거제,일운,경남,1,토요일,1,16:07:00,2011
1448,0.01,8,1,12:55:00,2011,쓰레기소각,산20,입석,산청,단성,경남,8,토요일,1,12:27:00,2011
1449,0.1,11,1,1:30:00,2011,입산자실화,산164,도,산청,생비량,경남,10,월요일,1,21:30:00,2011
1450,0.18,13,1,10:45:00,2011,입산자싫화,산116-1,덕동,창원,마산합포,경남,13,목요일,1,10:00:00,2011
1451,0.1,13,1,16:30:00,2011,영농부산물 소각,산4,금곡,단양,단양,충북,13,목요일,1,14:00:00,2011
1452,1,15,1,11:18:00,2011,입산자실화,산38,운곡,합천,쌍백,경남,15,토요일,1,9:01:00,2011
1453,1,15,1,17:10:00,2011,폐차장화재,산117-1,하저,영덕,강구,경북,15,토요일,1,15:20:00,2011
1454,0.05,16,1,15:30:00,2011,입산자실화,산49-1,오목,의령,유곡,경남,16,일요일,1,14:40:00,2011
1455,0.5,17,1,13:53:00,2011,논밭두렁소각,142-2,웅천,기장,철마,부산,17,월요일,1,13:05:00,2011
1456,0.1,17,1,15:25:00,2011,농산폐기물소각,산76-1,어온,거제,하청,경남,17,월요일,1,14:09:00,2011
