id,damagearea,endday,endmonth,endtime,endyear,firecause,locbunji,locdong,locgungu,locmenu,locsi,startday,startdayofweek,startmonth,starttime,startyear
3978,0.01,20,5,16:10:00,2016,농산폐기물소각,산57,삼산,장흥,관산,전남,20,금요일,5,14:30:00,2016
3979,0.08,20,5,16:23:00,2016,기타(직접입력),992-58,홍양,원주,소초,강원,20,금요일,5,15:18:00,2016
3980,0.17,20,5,20:15:00,2016,논밭두렁소각,산93-1,상기,화성,봉담,경기,20,금요일,5,17:53:00,2016
3981,0.01,21,5,18:00:00,2016,작업장실화,산85-1,의암,춘천,신동,강원,21,토요일,5,15:04:00,2016
3982,0.05,21,5,21:40:00,2016,쓰레기소각,산6,학조,양구,양구,강원,21,토요일,5,19:55:00,2016
3983,13,23,5,4:00:00,2016,산나물채취객실화,산10-2,사지원,단양,영춘,충북,22,일요일,5,11:55:00,2016
3984,0.05,22,5,15:22:00,2016,기타(직접입력),산63-1,사동,울진,기성,경북,22,일요일,5,12:54:00,2016
3985,1,23,5,8:00:00,2016,기타(직접입력),산61-1,조령,옥천,동이,충북,22,일요일,5,13:40:00,2016
3986,0.01,23,5,12:00:00,2016,등산객실화,산42-1,은평,불광, ,서울,23,월요일,5,9:43:00,2016
3987,0.05,24,5,5:50:00,2016,기타(직접입력),산1,달서,상인, ,대구,24,화요일,5,3:12:00,2016
3988,1,30,5,15:50:00,2016,쓰레기소각,산191-2,송정,평창,진부,강원,30,월요일,5,13:45:00,2016
3989,0.1,2,6,13:30:00,2016,농산폐기물소각,324-11(임),대장,성남,분당,경기,2,목요일,6,12:04:00,2016
3990,0.1,2,6,17:45:00,2016,기타(직접입력),198임,우구치,봉화,춘양,경북,2,목요일,6,13:55:00,2016
3991,0.03,2,6,15:35:00,2016,기타(직접입력),산72,주치,충주,소태,충북,2,목요일,6,14:55:00,2016
3992,0.5,3,6,15:40:00,2016,등산객실화,산21 외 1,오목,삼척,원덕,강원,3,금요일,6,11:10:00,2016
3993,0.1,3,6,12:40:00,2016,기타(직접입력),산352,어론,인제,남,강원,3,금요일,6,11:45:00,2016
3994,0.3,4,6,11:40:00,2016,기타(직접입력),산1,원암,고성,토성,강원,4,토요일,6,6:07:00,2016
3995,0.01,4,6,13:00:00,2016,기타(직접입력),산252,거례,화천,하남,강원,4,토요일,6,11:05:00,2016
3996,0.1,5,6,12:00:00,2016,기타(직접입력),산151,신흥,청송,파천,경북,5,일요일,6,9:00:00,2016
3997,0.1,5,6,12:50:00,2016,주택화재비화,산13-2임,남전,인제,남,강원,5,일요일,6,10:46:00,2016
3998,0.02,5,6,14:40:00,2016,기타(직접입력),산9-3,송림,진천,이원,충북,5,일요일,6,13:20:00,2016
3999,0.06,5,6,15:50:00,2016,등산객실화,산24-3,문형,광주,오포,경기,5,일요일,6,13:50:00,2016
4000,0.49,6,6,10:00:00,2016,기타(직접입력),산20,하남,학암, ,경기,5,일요일,6,19:50:00,2016
4001,0.6,6,6,12:50:00,2016,등산객실화,산11,과천,중앙, ,경기,6,월요일,6,0:48:00,2016
4002,0.05,6,6,11:00:00,2016,기타(직접입력),산148,삼전,논산,가야곡,충남,6,월요일,6,2:00:00,2016
4003,0.1,6,6,15:30:00,2016,농산폐기물소각,산213,유등,강릉,연곡,강원,6,월요일,6,12:48:00,2016
4004,0.01,6,6,17:00:00,2016,기타(직접입력),산40-1,부평,인제,남,강원,6,월요일,6,14:50:00,2016
4005,0.1,10,6,14:35:00,2016,쓰레기소각,산277-1,도관,홍천,내촌,강원,10,금요일,6,12:55:00,2016
4006,0.2,10,6,14:30:00,2016,농산폐기물소각,산13,덕천,정선,신동,강원,10,금요일,6,13:07:00,2016
4007,0.1,10,6,21:00:00,2016,기타(직접입력),산52,계양,계산, ,인천,10,금요일,6,15:52:00,2016
4008,0.02,10,6,19:00:00,2016,쓰레기소각,산43,완오,충주,대소원,충북,10,금요일,6,15:54:00,2016
4009,0.1,10,6,20:40:00,2016,등산객실화,마명2,포천,내촌, ,경기,10,금요일,6,17:50:00,2016
4010,0.01,17,6,14:40:00,2016,기타(직접입력),산164-3임,덕두원,춘천,서,강원,17,금요일,6,13:10:00,2016
4011,0.03,18,6,16:30:00,2016,쓰레기소각,산26번지,경주,조양, ,경북,18,토요일,6,15:30:00,2016
4012,0.05,20,6,17:21:00,2016,등산객실화,1256-9(임),대안,원주,흥업,강원,20,월요일,6,15:45:00,2016
4013,0.01,28,6,16:30:00,2016,기타(직접입력),산98-1임,조금,울진,온정,경북,28,화요일,6,13:22:00,2016
4014,0.05,28,6,18:50:00,2016,농산폐기물소각,산74,택전,영양,석보,경북,28,화요일,6,17:50:00,2016
4015,0.3,29,6,16:30:00,2016,기타(직접입력),산41-1임,석화,횡성,서원,강원,29,수요일,6,14:30:00,2016
4016,0.1,30,6,20:10:00,2016,기타(직접입력),산51-1,남회룡,봉화,소천,경북,30,목요일,6,16:37:00,2016
4017,0.01,11,7,16:40:00,2016,등산객실화,산266,개곡,가평,가평,경기,11,월요일,7,13:56:00,2016
4018,0.6,11,8,14:10:00,2016,기타(직접입력),산163,두류,경주,안강,경북,11,목요일,8,10:42:00,2016
4019,0.1,13,8,18:00:00,2016,기타(직접입력),산36-1,계천,함평,신광,전남,13,토요일,8,11:37:00,2016
4020,0.02,14,8,10:30:00,2016,쓰레기소각,산56,노,안동,풍산,경북,14,일요일,8,8:59:00,2016
4021,0.1,14,8,17:00:00,2016,기타(직접입력),산4-7,모산,화순,한천,전남,14,일요일,8,11:25:00,2016
4022,0.04,18,8,18:46:00,2016,등산객실화,산100,옥계,횡성,서원,강원,18,목요일,8,15:55:00,2016
4023,0.4,22,8,7:15:00,2016,기타(직접입력),산13,다부,칠곡,가산,경북,21,일요일,8,18:40:00,2016
4024,0.03,23,8,18:44:00,2016,기타(직접입력),산325,귀래,원주,귀래,강원,23,화요일,8,16:28:00,2016
4025,0.05,24,8,18:00:00,2016,산나물채취객실화,산162-2,입석,산청,단성,경남,24,수요일,8,15:05:00,2016
4026,0.05,24,8,18:30:00,2016,기타(직접입력),산67,북,팔달, ,대구,24,수요일,8,16:54:00,2016
4027,0.03,25,8,14:00:00,2016,작업장실화,산12,오설,달성,구지,대구,25,목요일,8,12:40:00,2016
4028,0.1,25,8,18:10:00,2016,기타(직접입력),산163,운룡,순천,주암,전남,25,목요일,8,13:25:00,2016
4029,0.05,27,8,11:50:00,2016,성묘객실화,산183,구룡,보령,웅천,충남,27,토요일,8,10:50:00,2016
4030,0.2,27,8,17:30:00,2016,등산객실화,산238,방갈,태안,원북,충남,27,토요일,8,13:12:00,2016
4031,0.1,27,8,17:40:00,2016,성묘객실화,산55,부계,영천,화산,경북,27,토요일,8,15:50:00,2016
4032,0.01,3,9,18:40:00,2016,성묘객실화,산3-1,구월,김제,금산,전북,3,토요일,9,15:40:00,2016
4033,0.05,9,9,14:45:00,2016,기타(직접입력),산89,벽파,진도,고군,전남,9,금요일,9,12:40:00,2016
4034,0.07,28,5,12:50:00,2012,낙뢰,산14,덕치,홍천,동,강원,28,월요일,5,10:32:00,2012
4035,0.01,28,5,15:40:00,2012,낙뢰,산270-1,유천,정선,여량,강원,28,월요일,5,12:18:00,2012
4036,0.05,28,5,13:15:00,2012,낙뢰,산26,마산,예천,지보,경북,28,월요일,5,12:20:00,2012
4037,0.01,28,5,15:10:00,2012,낙뢰,산34,병지방,횡성,갑천,강원,28,월요일,5,13:17:00,2012
4038,0.01,28,5,17:00:00,2012,낙뢰,산204,사월,안동,임동,경북,28,월요일,5,15:05:00,2012
4039,0.28,28,5,20:20:00,2012,낙뢰,산65-1,칠곡,의령,유곡,경남,28,월요일,5,16:30:00,2012
4040,0.1,28,5,20:10:00,2012,낙뢰,산89,성산,홍천,화촌,강원,28,월요일,5,17:19:00,2012
4041,1,30,5,18:00:00,2012,굿당의 인등 낙하,산59-1,양화,세종,남,세종,29,화요일,5,3:30:00,2012
4042,0.01,29,5,13:35:00,2012,낙뢰,산114,정산,원주,부론,강원,29,화요일,5,11:28:00,2012
4043,0.02,29,5,15:45:00,2012,입산자실화,산29,오방,의령,정곡,경남,29,화요일,5,13:30:00,2012
4044,0.5,29,5,21:20:00,2012,농산폐기물소각,산159,분강,공주,탄천,충남,29,화요일,5,16:10:00,2012
4045,0.02,29,5,17:50:00,2012,등산객실화,산132,내서,창원,마산회원,경남,29,화요일,5,16:25:00,2012
4046,0.01,29,5,17:40:00,2012,낙뢰,산80,차탄,산청,산청,경남,29,화요일,5,16:30:00,2012
4047,0.1,30,5,17:30:00,2012,낙뢰,산64,장평,홍천,화촌,강원,30,수요일,5,5:30:00,2012
4048,0.7,30,5,12:40:00,2012,낙뢰,산72-7,금사,세종,전의,세종,30,수요일,5,7:29:00,2012
4049,0.1,30,5,14:05:00,2012,낙뢰,149-1,후동,홍천,동,강원,30,수요일,5,8:00:00,2012
4050,0.01,30,5,9:50:00,2012,낙뢰,산58,고대,양구,양구,강원,30,수요일,5,9:10:00,2012
4051,0.03,31,5,17:51:00,2012,낙뢰,산87,구룡,청원,문의,충북,31,목요일,5,16:00:00,2012
4052,0.2,2,6,17:30:00,2012,원인미상,산89,구암,고창,공음,전북,2,토요일,6,15:00:00,2012
4053,0.03,2,6,19:20:00,2012,방화추정,산51,노원,상계, ,서울,2,토요일,6,17:46:00,2012
4054,1.6,3,6,6:10:00,2012,방화추정,산44-2,노원,상계, ,서울,3,일요일,6,0:25:00,2012
4055,0.05,3,6,15:30:00,2012,무속인실화,산37-1,유성,갑, ,대전,3,일요일,6,11:20:00,2012
4056,0.1,3,6,15:00:00,2012,대나무벌채 후 소각,산84,상이,하동,청암,경남,3,일요일,6,11:45:00,2012
4057,0.12,4,6,16:30:00,2012,산나물채취객실화,산43-3,서봉,완주,고산,전북,4,월요일,6,13:15:00,2012
4058,0.1,5,6,15:00:00,2012,대나무벌채 후 소각,산41-1,남당,서천,비인,충남,5,화요일,6,11:15:00,2012
4059,0.07,6,6,10:20:00,2012,원인미상,산165,범어,양산,물금,경남,6,수요일,6,5:20:00,2012
4060,0.1,6,6,14:00:00,2012,성묘객실화,산69,호동,경주,감포,경북,6,수요일,6,10:30:00,2012
4061,0.1,6,6,18:30:00,2012,낙뢰,산170,서호,남해,서,경남,6,수요일,6,16:00:00,2012
4062,1,8,6,10:30:00,2012,방화추정,산19-1,의정부,장암, ,경기,8,금요일,6,5:00:00,2012
4063,0.08,10,6,9:25:00,2012,등산객실화,산127-1,강북,수유, ,서울,10,일요일,6,4:54:00,2012
4064,0.15,13,6,19:00:00,2012,낙뢰,산1-7,은지,천안,동남,충남,13,수요일,6,16:05:00,2012
4065,0.1,14,6,16:00:00,2012,원인미상,산2-1,신안,세종,조치원,세종,14,목요일,6,12:00:00,2012
4066,0.06,14,6,19:10:00,2012,입산자실화,산55-1,원곡,홍성,장곡,충남,14,목요일,6,16:50:00,2012
4067,0.01,14,6,22:08:00,2012,원인미상,산91-4,금천,시흥, ,서울,14,목요일,6,21:18:00,2012
4068,0.05,15,6,3:00:00,2012,입산자실화,산10-1,장학,춘천,동,강원,14,목요일,6,21:30:00,2012
4069,0.5,17,6,17:30:00,2012,영농쓰레기소각,산63 외 2,남석,나주,남평,전남,17,일요일,6,11:30:00,2012
4070,0.3,17,6,19:40:00,2012,원인미상,산3-3,광진,중곡, ,서울,17,일요일,6,17:05:00,2012
4071,0.1,19,6,15:30:00,2012,입산자실화,산85-1,박암,춘천,남,강원,19,화요일,6,11:17:00,2012
4072,0.08,21,6,19:20:00,2012,입산자실화,산20-1,부사원,홍천,북방,강원,21,목요일,6,13:52:00,2012
4073,0.7,22,6,16:30:00,2012,작업장실화,산23,유현리,횡성,서원,강원,22,금요일,6,13:00:00,2012
4074,0.2,23,6,13:12:00,2012,논밭두렁소각,산267-1,대덕,영광,군남,전남,23,토요일,6,11:20:00,2012
4075,0.05,23,6,15:30:00,2012,입산자실화,산130,동교,정읍,산내,전북,23,토요일,6,13:20:00,2012
4076,0.8,27,6,18:00:00,2012,등산객실화,산6,산수,서산,해미,충남,24,일요일,6,15:20:00,2012
4077,0.01,24,6,18:30:00,2012,입산자실화,산30-2,온암,청양,남양,충남,24,일요일,6,16:40:00,2012
4078,0.05,25,6,10:40:00,2012,입산자실화,산66-5,울대,양주,장흥,경기,25,월요일,6,3:57:00,2012
4079,0.5,25,6,16:00:00,2012,농산폐기물소각,산51-1,대률,예산,대흥,충남,25,월요일,6,12:10:00,2012
4080,0.03,25,6,16:00:00,2012,무속인실화,산44-1,대정,홍성,구항,충남,25,월요일,6,12:15:00,2012
4081,0.03,26,6,13:50:00,2012,원인미상,143-134,광진,중곡, ,서울,26,화요일,6,12:49:00,2012
4082,0.2,26,6,19:00:00,2012,등삭객실화,산127,세장,군산,회현,전북,26,화요일,6,14:50:00,2012
4083,0.1,27,6,11:30:00,2012,원인미상,산127,청요리,화성,비봉,경기,27,수요일,6,2:57:00,2012
4084,0.01,28,6,13:20:00,2012,원인미상,산60-3,도방,방학, ,서울,28,목요일,6,11:40:00,2012
4085,0.2,29,6,9:35:00,2012,입산자실화,산97-7,노림,원주,부론,강원,29,금요일,6,6:00:00,2012
4086,0.09,29,6,13:10:00,2012,입산자실화,산35,강서,지사, ,부산,29,금요일,6,12:50:00,2012
4087,0.1,3,8,19:30:00,2012,입산자실화,산8,가옥,무주,무주,전북,3,금요일,8,17:00:00,2012
4088,0.07,5,8,13:40:00,2012,원인미상,산36,평소,공주,신풍,충남,5,일요일,8,12:40:00,2012
4089,0.2,5,8,18:00:00,2012,입산자실화,124-13,군산,내홍, ,전북,5,일요일,8,16:00:00,2012
4090,0.09,26,9,15:30:00,2012,원인미상,산169,병산,고성,삼산,경남,26,수요일,9,11:00:00,2012
4091,0.03,1,10,16:30:00,2012,등산객실화,산76,산전,경산,남천,경북,1,월요일,10,15:10:00,2012
4092,0.01,4,10,17:40:00,2012,임산물채취객실화,산52,장천,산청,신등,경남,4,목요일,10,16:15:00,2012
4093,0.05,7,10,12:10:00,2012,입산자실화,산24-5,장항,남원,산내,전북,7,일요일,10,10:05:00,2012
4094,0.05,4,3,16:05:00,2015,펠릿보일러 잿더미,산34,적음,보은,내북,충북,4,수요일,3,15:30:00,2015
4095,0.01,5,3,13:25:00,2015,입산자 실화,산13,외기,성주,벽진,경북,5,목요일,3,12:05:00,2015
4096,0.02,5,3,13:20:00,2015,생활 쓰레기 소각,산102,반용,순천,외서,전남,5,목요일,3,12:35:00,2015
4097,0.05,5,3,14:30:00,2015,입목폐기물 소각,산54,금창,순창,구림,전북,5,목요일,3,13:30:00,2015
4098,0.1,5,3,16:40:00,2015,원인미상,산99-2,서,오류, ,인천,5,목요일,3,15:55:00,2015
4099,0.9,6,3,10:15:00,2015,원인미상,산60-1,무구,울진,북산,경북,6,금요일,3,7:08:00,2015
4100,0.01,6,3,13:55:00,2015,원인미상,산10,구미,양평,개군,경기,6,금요일,3,12:20:00,2015
4101,0.01,6,3,14:00:00,2015,낙엽소각,산97,수곡,양평,지평,경기,6,금요일,3,12:55:00,2015
4102,0.1,6,3,16:35:00,2015,지피물 소각,산199,서,가좌, ,인천,6,금요일,3,16:09:00,2015
4103,0.01,7,3,13:05:00,2015,논밭두렁 소각,산16,고송,양평,양동,경기,7,토요일,3,10:55:00,2015
4104,0.04,8,3,16:10:00,2015,논밭두렁 소각,502-1,마천,보성,득량,전남,7,토요일,3,11:35:00,2015
4105,0.03,7,3,12:30:00,2015,밭두렁 소각,산303-1,장화,강화,화도,인천,7,토요일,3,11:36:00,2015
4106,0.01,7,3,14:30:00,2015,쓰레기 소각,산72-2,오촌,양평,용문,경기,7,토요일,3,12:40:00,2015
4107,0.2,7,3,15:10:00,2015,잔디소각,산11-1,감정,춘천,동,강원,7,토요일,3,13:35:00,2015
4108,0.08,7,3,15:30:00,2015,담뱃불 실화,산3,운산,완주,화산,전북,7,토요일,3,14:10:00,2015
4109,0.05,7,3,17:40:00,2015,묵은 밭 소각 실화,443-2,금갑,진도,의신,전남,7,토요일,3,15:40:00,2015
4110,0.02,7,3,17:40:00,2015,도로변 쓰레기 소각,산236,초사,진도,의신,전남,7,토요일,3,16:40:00,2015
4111,0.1,8,3,12:00:00,2015,농산폐기물 소각,산1,갑천,횡성,청일,강원,8,일요일,3,10:39:00,2015
4112,0.9,8,3,14:00:00,2015,쓰레기 소각,산41,구성,고성,죽왕,강원,8,일요일,3,11:00:00,2015
4113,5,12,3,18:00:00,2015,낚시꾼 취사행위 실화,산65,진원,장성,진원,전남,8,일요일,3,11:23:00,2015
4114,0.07,8,3,13:45:00,2015,밭두렁 소각,산98,자월,옹진,자월,인천,8,일요일,3,11:50:00,2015
4115,0.13,8,3,13:15:00,2015,밭두렁 소각,산186,서,대국, ,인천,8,일요일,3,12:45:00,2015
4116,0.01,8,3,16:30:00,2015,쓰레기 소각,산54-1,창곡,화성,팔탄,경기,8,일요일,3,13:32:00,2015
4117,0.1,8,3,15:10:00,2015,담뱃불 실화,산475,위촌,강릉,성산,강원,8,일요일,3,14:00:00,2015
4118,0.06,8,3,17:16:00,2015,과수원 쓰레기소각,산33,중,사정, ,대전,8,일요일,3,16:34:00,2015
4119,0.05,9,3,8:00:00,2015,재발화(3.8 산불발생지내),산98,자월,옹진,자월,인천,9,월요일,3,5:55:00,2015
4120,0.1,9,3,17:00:00,2015,담뱃불 실화,산91-5,남동,운연, ,인천,9,월요일,3,10:40:00,2015
4121,0.1,9,3,13:30:00,2015,논밭두렁 소각,산23,구천,봉화,상운,경북,9,월요일,3,12:20:00,2015
4122,0.1,9,3,15:30:00,2015,농수관 연결작업 중 비화,산105,김해,삼방, ,경남,9,월요일,3,13:50:00,2015
4123,0.01,9,3,15:00:00,2015,나무보일러 불똥비화,산23-2,발산,춘천,신북,강원,9,월요일,3,14:21:00,2015
4124,0.05,9,3,15:00:00,2015,담뱃불 실화추정,산3-1,성읍,보은,수한,충북,9,월요일,3,14:23:00,2015
4125,0.05,9,3,15:40:00,2015,담뱃불 실화,산92-1,남동,운연, ,인천,9,월요일,3,14:42:00,2015
4126,0.4,9,3,16:26:00,2015,원인미상,산10,지내,춘천,동,강원,9,월요일,3,14:42:00,2015
4127,0.2,9,3,19:00:00,2015,쓰레기 소각,산35,고성,가평,청평,경기,9,월요일,3,14:45:00,2015
4128,0.04,9,3,16:00:00,2015,원인미상,산317,외율,진주,명석,경남,9,월요일,3,14:50:00,2015
4129,1.2,9,3,19:30:00,2015,쓰레기 소각,산36-1,죽림,완주,상관,전북,9,월요일,3,15:30:00,2015
4130,1,9,3,20:00:00,2015,농산폐기물 소각,115-4,홍원,청송,부남,경북,9,월요일,3,15:40:00,2015
4131,0.1,9,3,16:20:00,2015,소각재 투기,186,사신,안동,녹전,경북,9,월요일,3,15:45:00,2015
4132,0.05,10,3,8:00:00,2015,원인미상,산23,포내,김포,월곶,경기,10,화요일,3,4:45:00,2015
4133,0.3,10,3,8:43:00,2015,농산폐기물 소각,산28,덕곡,상주,모동,경북,10,화요일,3,7:04:00,2015
4134,0.05,10,3,16:18:00,2015,쓰레기 소각,산34-1,분천,화성,봉담,경기,10,화요일,3,13:30:00,2015
4135,10,10,3,23:00:00,2015,군부대 실화(신호탄 발화),산27-2,안계,경주,강동,경북,10,화요일,3,13:40:00,2015
4136,0.01,10,3,16:20:00,2015,원인미상,산16-4,구미,양호, ,경북,10,화요일,3,13:52:00,2015
4137,0.01,10,3,15:30:00,2015,입산자실화 추정,산54-14,남양주,호평, ,경기,10,화요일,3,14:10:00,2015
4138,0.01,10,3,16:07:00,2015,입산자 실화,131,백록,순천,주암,전남,10,화요일,3,15:21:00,2015
4139,0.01,10,3,16:30:00,2015,원인미상,산87-1,포항,용흥, ,경북,10,화요일,3,16:05:00,2015
4140,0.02,11,3,13:25:00,2015,묵밭 소각 부주의,산45,사양,진천,문백,충북,11,수요일,3,12:55:00,2015
4141,3.03,11,3,20:00:00,2015,기타(직접입력),산26,하원,함양,안의,경남,11,수요일,3,13:00:00,2015
4142,0.02,11,3,17:30:00,2015,쓰레기 소각,산18-1,봉성,김포,하성,경기,11,수요일,3,13:12:00,2015
4143,0.02,11,3,15:30:00,2015,입목폐기물 소각,산19-1,옥동,순창,금과,전북,11,수요일,3,14:00:00,2015
4144,0.3,11,3,16:00:00,2015,묘지 발화,산24,마치,청양,정산,충남,11,수요일,3,14:30:00,2015
4145,0.9,11,3,17:30:00,2015,농산부산물 소각,산60,거전,부여,은산,충남,11,수요일,3,14:50:00,2015
4146,0.4,11,3,18:00:00,2015,원인미상,산119-2,오계,거창,남상,경남,11,수요일,3,14:50:00,2015
4147,0.3,11,3,17:49:00,2015,원인미상,산75,대진,포항,장기,경북,11,수요일,3,16:00:00,2015
4148,0.1,11,3,17:49:00,2015,농산폐기물 소각,산217,유등,강릉,연곡,강원,11,수요일,3,17:17:00,2015
4149,0.03,11,3,19:47:00,2015,입산자실화 추정,산53,노천,홍천,동,강원,11,수요일,3,18:59:00,2015
4150,0.01,11,3,21:30:00,2015,쓰레기 소각,산2-5,원당,광주,퇴촌,경기,11,수요일,3,19:15:00,2015
4151,0.25,11,3,23:10:00,2015,담뱃불 실화,산65-1,웅천,기장,철마,부산,11,수요일,3,21:14:00,2015
4152,2.15,16,9,14:40:00,2016,기타(직접입력),산381외 3,진,옹진,덕적,인천,15,목요일,9,16:45:00,2016
4153,0.01,20,9,16:30:00,2016,기타(직접입력),산102,고성,춘천,사북,강원,20,화요일,9,14:10:00,2016
4154,0.01,26,9,12:00:00,2016,등산객실화,산1-1,지축,고양,덕양,경기,26,월요일,9,10:40:00,2016
4155,0.03,23,10,9:00:00,2016,기타(직접입력),산79-5,안양,안양,만안,경기,22,토요일,10,22:52:00,2016
4156,0.01,14,11,13:10:00,2016,기타(직접입력),175(임)외 1,광동,삼척,하장,강원,14,월요일,11,12:33:00,2016
4157,0.01,16,11,11:36:00,2016,기타(직접입력),산155,분천,봉화,소천,경북,16,수요일,11,9:41:00,2016
4158,0.01,21,11,5:50:00,2016,기타(직접입력),산96-1,제비,강릉,구정,강원,21,월요일,11,4:29:00,2016
4159,0.03,24,11,14:00:00,2016,작업장실화,산72-20,능내,남양주,조안,경기,24,목요일,11,13:00:00,2016
4160,0.08,24,11,16:50:00,2016,농산폐기물소각,산45-1외 2,임기,기장,철마,부산,24,목요일,11,14:45:00,2016
4161,4.5,24,11,21:10:00,2016,기타(직접입력),산2,굴업,옹진,덕적,인천,24,목요일,11,17:32:00,2016
4162,0.03,25,11,18:50:00,2016,기타(직접입력),산28,청용,횡성,횡성,강원,25,금요일,11,17:45:00,2016
4163,0.01,29,11,5:30:00,2016,기타(직접입력),산63,장덕,강릉,주문진,강원,29,화요일,11,4:35:00,2016
4164,0.06,29,11,15:30:00,2016,기타(직접입력),산25-4,과천,과천, ,경기,29,화요일,11,14:09:00,2016
4165,0.03,1,12,20:30:00,2016,기타(직접입력),산25-1,과천,과천, ,경기,1,목요일,12,18:52:00,2016
4166,0.02,2,12,13:30:00,2016,기타(직접입력),산209,자등,철원,서,강원,2,금요일,12,12:37:00,2016
4167,0.01,5,12,14:04:00,2016,기타(직접입력),산28,상봉,청주,오송,충북,5,월요일,12,13:00:00,2016
4168,0.05,6,12,22:00:00,2016,등산객실화,산85,진목1,포천,내촌,경기,6,화요일,12,19:00:00,2016
4169,0.01,8,12,16:35:00,2016,기타(직접입력),산17,보룡,음성,원남,충북,8,목요일,12,16:15:00,2016
4170,0.16,9,12,18:25:00,2016,기타(직접입력),산1-3,쾌빈,고령,대가야,경북,9,금요일,12,17:50:00,2016
4171,0.05,11,12,15:10:00,2016,기타(직접입력),산19-14,수상,함평,나산,전남,11,일요일,12,14:00:00,2016
4172,0.1,15,12,10:30:00,2016,기타(직접입력),산130,장봉,옹진,북도,인천,15,목요일,12,4:50:00,2016
4173,0.05,15,12,18:10:00,2016,논밭두렁소각,산60,남풍,안성,보개,경기,15,목요일,12,16:00:00,2016
4174,0.04,16,12,12:55:00,2016,기타(직접입력),산13-3,지화,화성,송산,경기,16,금요일,12,11:50:00,2016
4175,1.6,17,12,17:00:00,2016,기타(직접입력),산6,화수,영덕,영덕,경북,17,토요일,12,12:55:00,2016
4176,0.06,21,12,13:45:00,2016,등산객실화,산72-1,선유,고양,덕양,경기,21,수요일,12,12:30:00,2016
4177,0.01,1,1,18:00:00,2017,등산객실화,산87,북,화명, ,부산,1,일요일,1,16:34:00,2017
4178,0.2,10,1,18:30:00,2017,기타(직접입력),산65,묵,용인,이동,경기,10,화요일,1,15:40:00,2017
4179,0.05,11,1,16:00:00,2017,기타(직접입력),산8,현암,춘천,서,강원,11,수요일,1,14:22:00,2017
4180,0.5,11,1,22:00:00,2017,쓰레기소각,산103,기포,영양,청기,경북,11,수요일,1,20:25:00,2017
4181,0.03,12,1,17:30:00,2017,등산객실화,산30,판교,강릉,사천,강원,12,목요일,1,16:19:00,2017
4182,0.07,14,1,22:55:00,2017,기타(직접입력),산14,하광정,양양,현북,강원,14,토요일,1,21:44:00,2017
4183,0.06,15,1,17:00:00,2017,등산객실화,산1-1,속달,군포,군포,경기,15,일요일,1,11:55:00,2017
4184,0.2,15,1,21:30:00,2017,등산객실화,산127-1,대광,연천,신서,경기,15,일요일,1,16:45:00,2017
4185,0.02,16,1,14:15:00,2017,쓰레기소각,산83,오색,양양,서,강원,16,월요일,1,13:39:00,2017
4186,0.05,19,1,14:02:00,2017,기타(직접입력),산100,심곡,포천,신북,경기,19,목요일,1,12:20:00,2017
4187,0.08,19,1,15:30:00,2017,쓰레기소각,산50,신론,양평,청운,경기,19,목요일,1,15:00:00,2017
4188,0.05,19,1,19:35:00,2017,주택화재비화,산315,어단,강릉,구정,강원,19,목요일,1,18:55:00,2017
4189,0.05,20,1,11:50:00,2017,기타(직접입력),산112,거제,수월, ,경남,20,금요일,1,10:10:00,2017
4190,0.1,25,1,13:40:00,2017,농산폐기물소각,산65,고학,거창,마리,경남,25,수요일,1,12:35:00,2017
4191,0.04,25,1,15:45:00,2017,등산객실화,산181,남,선암, ,울산,25,수요일,1,15:10:00,2017
4192,0.08,26,1,12:40:00,2017,농산폐기물소각,산49-1,오천,고흥,금산,전남,26,목요일,1,11:30:00,2017
4193,0.3,27,1,15:00:00,2017,기타(직접입력),산16,인산,밀양,청도,경남,26,목요일,1,14:00:00,2017
4194,0.01,26,1,16:00:00,2017,작업장실화,산55(벌채지),경백,함양,백전,경남,26,목요일,1,15:00:00,2017
4195,0.1,26,1,16:40:00,2017,기타(직접입력),산15,온혜,안동,도산,경북,26,목요일,1,15:30:00,2017
4196,0.01,27,1,12:50:00,2017,기타(직접입력),산113,당촌,진주,대평,경남,27,금요일,1,11:05:00,2017
4197,0.01,27,1,15:30:00,2017,쓰레기소각,산97,막곡,의령,부림,경남,27,금요일,1,14:23:00,2017
4198,0.2,1,2,12:20:00,2017,논밭두렁소각,산32,원천,화순,도암,전남,1,수요일,2,11:20:00,2017
4199,0.4,1,2,16:50:00,2017,기타(직접입력),산16,분토,장흥,대덕,전남,1,수요일,2,15:40:00,2017
4200,0.05,2,2,12:12:00,2017,등산객실화,산2임,송정,칠곡,지천,경북,2,목요일,2,11:43:00,2017
4201,0.01,2,2,17:00:00,2017,등산객실화,407-10,수성,만촌, ,대구,2,목요일,2,15:50:00,2017
4202,0.1,3,2,11:15:00,2017,기타(직접입력),산88-8,유금,경주,강동,경북,3,금요일,2,10:25:00,2017
4203,0.01,3,2,11:50:00,2017,논밭두렁소각,산216,연덕,함양,병곡,경남,3,금요일,2,10:50:00,2017
4204,0.01,3,2,11:45:00,2017,등산객실화,산83-3,금정,두구, ,부산,3,금요일,2,11:08:00,2017
4205,0.98,4,2,16:15:00,2017,기타(직접입력),산139,속곡,영덕,지품,경북,4,토요일,2,13:09:00,2017
